"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Switzerland","CHE","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","15470506288.5891","18488949418.2249","22693100044.5108","30815388650.1517","35980043970.0601","43273942587.0685","46356307809.2495","49980178489.7025","69141479306.4877","78533221266.6145","83374531837.4411","76307238570.4104","78566404964.7835","79602750702.6821","74503110184.2789","74946636685.5236","106920307965.979","133757842677.039","142521926467.573","136123974570.573","172221663547.365","179646822175.732","191421422272.792","186190532620.466","203848635665.716","240214079492.6","234762657766.99","204393633983.325","208693886053.249","205950702303.289","189304961511.132","194615021332.069","211625709611.19","249420818296.577","276062421391.234","281680970125.281","287422182963.79","311173398033.989","357805059551.288","362326868853.966","385972442134.86","459036222435.979","440320530513.269","454671512499.056","464730225722.48","446846125840.52","442586354810.985","450778976837.081","462303415540.368","460020480491.057","472776457159.088",
"Channel Islands","CHI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","3656117233.29425","4101704730.46053","4821067389.52076","4968095941.65223","5190017066.7903","5077129303.43459","5836005351.63721","5788496880.46594","5939127674.63757","6914298059.25265","7565831969.36712","9417944892.39795","10825503420.707","15816512078.3846","12671791683.3298","6773785028.65263","8572399500.99686","12200416497.6652","13676506094.0559","18542093233.881","24140937466.9808","30432504892.7736","23033758903.2642","17506786651.3956","16324486339.5606","14129928208.7056","14745686697.4278","16666367099.3852","18299369007.0343","20985591947.3142","23715443093.9391","27610373364.9276","34393549728.6116","37437047137.838","42519764030.4155","53165610535.5748","57458366528.4886","63057199141.4467","62272192101.9357","57842608850.7803","59279944212.497","53929893589.6305","52618364648.01","55943767470.9286","69794484576.477","85407621250.4299","100136427895.149","113579869460.721","127765739342.649","122736645525.915","153923656611.711","181719776254.762","196545106492.408","208646166806.825","197516162493.017","186436732950.521","193286836021.217","214765467899.175","232463040496.865","217466838080.351","189524882462.466",
"China","CHN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","37557592789.8286","40332255845.3164","40058893679.4216","41155114058.8187","43709858741.5712","46953130258.3475","50752657441.7093","51879776358.7619","51615143760.6629","55164796994.0694","59171978637.5823","63084030839.2233","73080922831.9451","87910466969.9407","92173551019.7838","101314233998.279","101329467384.362","110632311610.507","90797494361.7886","112129736113.043","123653222075","130087310746.032","136520728389.313","155601619157.088","170951622053.571","201386487316.327","195096310628.986","171379431058.296","194019938701.646","223556265977.733","229682896506.692","237380125679.443","254933925463.108","259495817797.614","328318755253.112","433840721664.052","518658048194.655","573581321684.48","622070287434.625","684528395141.515","770062753780.924","829531285836.827","896792033864.927","963332189029.842","1080060319096.75","1243212055648.44","1446864352020.47","1810542998093.99","2286747160116.28","2554946777468.75","2977436481204.67","3787779094482.71","4363605388162.79","4949541062235.71","5502346484031.64","5972231003034.93","6182653587041.91","6754427210155.65","7650165414268.44","7999417219167.97","8071330860190.12",
"Cote d'Ivoire","CIV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","387310732.963261","449906174.302302","488905792.691762","537690958.646034","614299650.814277","656979556.918301","721675152.150128","788208478.505566","890272291.647396","963607584.764768","1031102790.45351","1178835453.67551","1380007629.32314","1863706278.72503","2169463206.57636","3014284335.66062","3334163558.56129","4158259742.66494","5621390820.71419","6865780939.03017","8103953048.47226","6844624250.77696","6032142478.70476","5494323704.2927","5119500528.99978","5070749297.62745","7200452198.18663","8460819920.43565","8691427383.81498","8598027173.90112","9579475634.7497","9403113175.89183","10129139029.6186","9573420048.7635","6240666124.40421","8479496711.99988","15121114546.2126","14646280538.7127","15502035162.548","15812357009.743","13840825828.948","14113140751.8272","14652242955.5667","17385974291.2091","19541386513.9482","20484461183.7185","21192825619.7357","24941546565.4184","27853260143.9101","27483518834.9792","27527270929.7003","28459435042.7672","29000202603.0361","32977581459.5796","36508216785.1639","34140978603.7726","36732271851.6329","40537257212.3942","46161867974.6834","46123045991.6267","47104173411.9662",
"Cameroon","CMR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","716148521.85722","759529520.706745","825606720.138016","932685503.627941","977071160.398922","948976303.449563","1082233362.205","1310177957.09676","1585989829.92446","1731997711.30352","2368032924.28967","2525209108.16257","2520761770.71203","3414047644.66606","4654910477.35632","5223268172.12831","5313517061.8791","4656788389.02358","5004723525.05865","5221089295.34666","6265817687.4125","8772821592.41295","10310125719.7959","9670154105.34628","8802591961.71385","9767696830.80589","9231606801.18069","10075491435.3221","12883277734.4183","6889377330.73946","8246981009.65565","8788743610.62523","8360145042.5532","9025283121.60417","9334996904.17115","8561252380.28859","9012064626.90967","10314764207.4563","13299221952.1936","15413922471.925","15966050912.9869","16931323925.3589","19353159533.0625","23046149302.0179","23589839115.9646","23181219391.7755","25831113653.1758","25415239316.8001","28245958629.8511","30522710755.4663","27479191350.7463","28039058355.1691","29980454888.4048","33408961979.2365","33618648566.0792","34866586400.6421",
"Congo, Dem. Rep.","COD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5219453781.5126","4849128205.12821","4182343563.17258","5710369955.83981","6277819810.85117","4279592872.72727","17118481088.4058","7018855767","7902223721.68166","8625280893.26671","9434602459.92435","11323946707.5888","12994676881.3792","14777151209.5409","18771305003.0172","17670428063.9399","17197357666.5984","21001205757.5749","27084079383.0966","27036541221.5699","29374480783.9985","31970750957.1969","31910171624.3883","29926943355.172","39039275428.0601","41603723926.4988","37356111107.2516",
"Congo, Rep.","COG","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","147496233.789914","150990457.702718","160132881.835328","169879925.897788","181953580.650977","187708454.424698","200668832.766857","222763403.229343","244380671.499889","260039301.223709","271704608.376852","301064394.486834","387655933.135737","432501842.303361","416693116.856904","680780305.654572","718140317.835814","712310483.807786","791029282.000029","902118375.238225","1097597917.34144","1393655377.19598","1156094860.88503","1161478476.58464","1175860308.87851","1489550765.46024","1560490290.38557","1772905751.44124","1796216885.63596","1724720070.86721","1437411436.63993","1795329777.47088","1588540179.55977","1583947694.01044","1083135985.70041","1318762275.90833","1491457375.6276","1447753402.86813","1358121087.18034","1223422912.91314","1132117608.78503","1338213294.36179","1459199283.50794","1489305670.6238","2351956977.68793","2898562017.30493","3418733688.01589","4434857578.28416","5132103170.73067","5064651388.6574","5230378152.02402","6336257256.0309","6628772498.07111","7193960662.78332","7932675424.06978","6874110349.25041","6821122524.43546","6634144012.5182","7216445324.35676","7051434189.55268","7603442404.78399",
"Colombia","COL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","3201465079.12585","3671667850.74627","4057909972.17875","3995653011.11111","4979916344.44444","4772761904.7619","4630888888.88889","4784272094.96302","4884266221.45019","5327363942.33822","5834408648.78932","6618773609.98932","7059913018.42528","8197923781.48373","9850815564.60246","10636326893.5413","12163597060.0951","15105780683.1964","18352193375.1119","22374031394.9088","26824293597.697","30181577266.6877","32651695071.295","32102209682.0214","31219976690.5547","27802696475.4128","26261021266.2565","27632336617.2492","29637130051.3783","29987489763.223","36574770039.4218","37489177790.064","46746860755.7712","53733104249.4709","65675207927.9888","74589545559.2203","81123099803.6951","90650161372.8134","84825172943.4396","74616518092.9514","85843702230.1189","85537119571.9387","84346105145.6982","80145882798.5658","97038251619.3236","119151984230.498","131307367959.723","166550240923.82","191878757823.874","186660905224.445","228374034852.344","260994367578.854","293428795736.025","304283750519.656","305707767233.279","244431112963.368","236444408878.664","260089070429.801","279188646765.711","272675074209.844","237779817357.938",
"Comoros","COM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","212303422.318862","196434610.794354","184085075.174184","191703309.795656","184775021.569826","196810660.749963","279316090.24467","337668949.270299","356654469.075766","341624096.881058","429802121.114733","424293125.419836","457585035.452847","453075679.421049","319326088.355682","398630078.072514","396223218.474691","364600930.53729","370262722.766504","382615241.288715","351284881.799886","378672207.796747","426145367.662986","547117409.951322","633974162.049135","654123291.350124","698730434.853626","782290592.138233","920484304.932735","916950862.737905","927022328.741616","1064691960.22482","1084586671.84794","1169695217.40856","1203387358.97256","1003651709.21281","1045513800.97207","1108990141.27909","1216258970.56254","1239585303.0664","1354801103.45237",
"Cabo Verde","CPV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1217198435.09906","1389547577.32952","1405280465.02077","1355587587.13794","1517026727.83623","1432116200.37303","1530794282.10298","1549666224.28027","1342343935.7976","1338312510.84626","1472022635.02918","1561542920.45582","1569419876.29854","1434404837.19835",
"Costa Rica","CRI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","443517910.686088","418332161.628335","401903730.770966","441497120.344055","478308596.863205","540332075.471698","562732075.471698","608392452.830189","670626415.09434","728377358.490566","848996226.415094","926076851.097226","1044476262.24567","1254934705.42216","1470542244.64061","1702905484.24737","1986487747.95799","2494690781.79697","2973197199.53326","3428436406.06768","4047129521.58693","1990975633.29091","1887060339.4579","2409288902.08351","2814543021.19566","2973255445.54455","3267594982.07885","3490947905.05018","3568059110.70062","4058762174.82431","4545463185.49268","6205031836.65009","7287933879.79024","8265134776.48646","8961716308.3243","9723021007.8095","10076459749.8655","10639236810.9374","11145903057.7487","11595347880.4074","12007539001.883","12736226086.4556","13607656381.0902","14338882694.2044","15244161502.0103","16699761850.3193","18649650071.8572","22046947072.2125","25928247009.065","25224333731.678","30887350504.2663","35769229441.4402","39623439991.1957","42437333014.4021","43299633443.6799","46230739278.1269","47530349174.87","49309509081.3738","50621792561.8422","52167877286.1378","50553927345.7678",
